date,client,platform,followers,reach,likes,comments,shares,saves,total_engagements,engagement_rate
2024-05-26,chiropractor,instagram,34128,12076,384,65,54,46,549,0.0455
2024-05-27,chiropractor,instagram,34320,12363,462,79,66,54,661,0.0535
2024-05-29,chiropractor,instagram,34342,13383,452,77,64,54,647,0.0484
2024-06-09,chiropractor,instagram,34479,8242,456,78,65,53,652,0.0792
2024-06-14,chiropractor,instagram,34309,7379,227,39,32,27,325,0.0441
2024-06-16,chiropractor,instagram,34315,12892,508,87,72,60,727,0.0564
2024-06-21,chiropractor,instagram,34543,11411,564,96,80,67,807,0.0708
2024-06-24,chiropractor,instagram,34542,6173,158,27,22,20,227,0.0369
2024-06-25,chiropractor,instagram,34545,12103,525,90,75,61,751,0.0621
2024-07-03,chiropractor,instagram,34615,4784,193,33,27,23,276,0.0577
2024-07-06,chiropractor,instagram,34532,11881,600,102,85,71,858,0.0723
2024-07-08,chiropractor,instagram,34641,11079,343,58,49,40,490,0.0443
2024-07-10,chiropractor,instagram,34663,12442,379,65,54,44,542,0.0436
2024-07-21,chiropractor,instagram,34641,7977,208,35,29,26,298,0.0374
2024-07-26,chiropractor,instagram,34947,5977,323,55,46,38,462,0.0773
2024-07-29,chiropractor,instagram,34825,7178,263,45,37,32,377,0.0526
2024-07-30,chiropractor,instagram,34659,4320,94,16,13,12,135,0.0313
2024-08-05,chiropractor,instagram,34897,6100,235,40,33,28,336,0.0551
2024-08-15,chiropractor,instagram,34802,7416,413,70,59,49,591,0.0797
2024-08-21,chiropractor,instagram,35031,12859,282,48,40,33,403,0.0314
2024-08-22,chiropractor,instagram,35078,10169,512,87,73,60,732,0.072
2024-08-28,chiropractor,instagram,34916,5227,254,43,36,30,363,0.0696
2024-09-04,chiropractor,instagram,35156,12192,378,64,54,44,540,0.0443
2024-09-07,chiropractor,instagram,35121,5367,242,41,34,30,347,0.0648
2024-09-09,chiropractor,instagram,35179,8497,387,66,55,46,554,0.0653
2024-09-17,chiropractor,instagram,35352,4885,103,17,14,14,148,0.0303
2024-09-28,chiropractor,instagram,35209,12793,382,65,54,46,547,0.0428
2024-10-02,chiropractor,instagram,35186,11752,471,80,67,56,674,0.0574
2024-10-10,chiropractor,instagram,35232,5390,212,36,30,25,303,0.0564
2024-10-12,chiropractor,instagram,35254,7409,229,39,32,28,328,0.0444
2024-10-17,chiropractor,instagram,35370,8669,196,33,28,23,280,0.0324
2024-10-18,chiropractor,instagram,35422,9038,440,75,62,52,629,0.0697
2024-10-22,chiropractor,instagram,35446,13352,331,56,47,39,473,0.0355
2024-10-23,chiropractor,instagram,35512,4222,176,30,25,21,252,0.0598
2024-10-30,chiropractor,instagram,35478,5883,229,39,32,28,328,0.0558
2024-11-04,chiropractor,instagram,35669,7031,182,31,26,22,261,0.0372
2024-11-06,chiropractor,instagram,35501,5238,221,38,31,27,317,0.0607
2024-11-15,chiropractor,instagram,35888,8117,288,49,41,34,412,0.0508
2024-11-16,chiropractor,instagram,35672,10420,249,42,35,31,357,0.0343
2024-11-18,chiropractor,instagram,35528,6991,163,27,23,20,233,0.0334
2024-11-19,chiropractor,instagram,35513,10476,406,69,58,47,580,0.0554
2024-11-25,chiropractor,instagram,35724,6000,242,41,34,29,346,0.0577
2024-11-29,chiropractor,instagram,35679,7852,294,50,42,34,420,0.0535
2024-12-03,chiropractor,instagram,35809,4974,275,47,39,32,393,0.0791
2024-12-10,chiropractor,instagram,35836,9050,194,33,27,24,278,0.0308
2024-12-15,chiropractor,instagram,35816,8622,284,48,40,34,406,0.0472
2024-12-18,chiropractor,instagram,35755,9052,388,66,55,46,555,0.0614
2024-12-22,chiropractor,instagram,35713,6026,281,48,40,33,402,0.0668
2024-12-23,chiropractor,instagram,35836,7975,179,30,25,22,256,0.0322
2025-01-02,chiropractor,instagram,36051,6173,305,52,43,36,436,0.0707
2025-01-04,chiropractor,instagram,35997,9658,466,79,66,55,666,0.069
2025-01-07,chiropractor,instagram,35862,12108,548,94,78,64,784,0.0648
2025-01-17,chiropractor,instagram,36091,5832,287,49,41,34,411,0.0706
2025-01-18,chiropractor,instagram,36121,10778,518,88,74,61,741,0.0688
2025-01-24,chiropractor,instagram,36029,5333,166,28,23,21,238,0.0447
2025-01-27,chiropractor,instagram,36164,5162,144,24,20,18,206,0.04
2025-01-30,chiropractor,instagram,36176,10306,553,94,79,64,790,0.0767
2025-02-06,chiropractor,instagram,36099,9660,536,92,76,63,767,0.0795
2025-02-23,chiropractor,instagram,36412,7081,196,33,28,23,280,0.0396
2025-02-27,chiropractor,instagram,36499,11761,567,97,81,66,811,0.069
2025-02-28,chiropractor,instagram,36504,4864,158,27,22,19,226,0.0466
2025-03-08,chiropractor,instagram,36298,11746,397,68,56,47,568,0.0484
2025-03-09,chiropractor,instagram,36354,11799,554,95,79,64,792,0.0672
2025-03-10,chiropractor,instagram,36520,12566,433,74,61,51,619,0.0493
2025-03-12,chiropractor,instagram,36535,8203,314,53,44,38,449,0.0548
2025-03-17,chiropractor,instagram,36573,8417,448,76,64,53,641,0.0762
2025-03-19,chiropractor,instagram,36954,10471,513,88,73,60,734,0.0701
2025-03-30,chiropractor,instagram,36678,9762,230,39,33,28,330,0.0339
2025-04-05,chiropractor,instagram,36785,9580,476,81,68,56,681,0.0711
2025-04-06,chiropractor,instagram,36773,4890,157,27,22,19,225,0.0461
2025-04-07,chiropractor,instagram,36747,7231,318,54,45,38,455,0.063
2025-04-10,chiropractor,instagram,36663,8562,359,61,51,43,514,0.0601
2025-04-15,chiropractor,instagram,36819,7955,359,61,51,42,513,0.0645
2025-04-24,chiropractor,instagram,36718,13660,306,52,43,37,438,0.0321
2025-04-25,chiropractor,instagram,36785,15094,502,86,71,59,718,0.0476
2025-05-01,chiropractor,instagram,36802,15059,460,78,65,55,658,0.0437
2025-05-07,chiropractor,instagram,36910,5239,283,48,40,34,405,0.0774
2025-05-10,chiropractor,instagram,37180,8500,368,63,52,43,526,0.0619
2025-05-14,chiropractor,instagram,36747,11898,583,100,83,68,834,0.0701
2025-05-19,chiropractor,instagram,37068,6013,326,55,46,39,466,0.0776
2025-05-30,chiropractor,instagram,36895,12556,530,90,75,63,758,0.0604
2025-06-08,chiropractor,instagram,37090,4822,106,18,15,13,152,0.0317
2025-06-11,chiropractor,instagram,37287,7890,380,65,54,44,543,0.0689
2025-06-14,chiropractor,instagram,37195,9896,339,58,48,40,485,0.0491
2025-06-17,chiropractor,instagram,37090,11006,464,79,66,54,663,0.0603
2025-06-24,chiropractor,instagram,37183,7894,427,73,61,49,610,0.0774
2025-07-01,chiropractor,instagram,37392,10014,477,81,68,56,682,0.0682
2025-07-06,chiropractor,instagram,37272,8179,323,55,46,38,462,0.0565
2025-07-13,chiropractor,instagram,37431,6686,291,50,41,35,417,0.0625
2025-07-15,chiropractor,instagram,37427,11689,291,50,41,35,417,0.0357
2025-07-24,chiropractor,instagram,37416,8097,311,53,44,37,445,0.055
2025-07-25,chiropractor,instagram,37738,6867,278,47,39,34,398,0.0581
2025-08-01,chiropractor,instagram,37621,8755,263,45,37,31,376,0.043
2025-08-02,chiropractor,instagram,37329,7038,392,67,56,46,561,0.0798
2025-08-09,chiropractor,instagram,37631,9222,489,83,69,58,699,0.0758
2025-08-10,chiropractor,instagram,37543,12934,326,55,46,39,466,0.0361
2025-08-12,chiropractor,instagram,37729,13473,495,84,70,59,708,0.0526
2025-08-14,chiropractor,instagram,37558,5037,184,31,26,22,263,0.0523
2025-08-21,chiropractor,instagram,37687,12947,580,99,82,68,829,0.0641
2025-08-27,chiropractor,instagram,37803,7855,252,43,36,30,361,0.046
2025-08-30,chiropractor,instagram,37866,9968,230,39,33,28,330,0.0332
2025-09-01,chiropractor,instagram,37647,13211,689,118,98,80,985,0.0746
2025-09-05,chiropractor,instagram,37776,14167,650,111,92,76,929,0.0656
2025-09-08,chiropractor,instagram,37782,12815,555,95,79,64,793,0.0619
2025-09-12,chiropractor,instagram,37792,5638,218,37,31,26,312,0.0554
2025-09-18,chiropractor,instagram,38112,5931,165,28,23,21,237,0.04
2025-09-21,chiropractor,instagram,37980,4701,228,39,32,27,326,0.0695
2025-09-22,chiropractor,instagram,37798,8454,340,58,48,41,487,0.0577
2025-10-01,chiropractor,instagram,38114,10729,527,90,75,61,753,0.0702
2025-10-05,chiropractor,instagram,38282,5540,234,40,33,28,335,0.0606
2025-10-11,chiropractor,instagram,38203,16018,509,87,72,60,728,0.0455
2025-10-17,chiropractor,instagram,37956,10503,484,83,69,56,692,0.0659
2025-10-23,chiropractor,instagram,38120,13314,638,109,91,74,912,0.0685
2025-10-24,chiropractor,instagram,38328,14841,350,60,50,40,500,0.0337
2025-10-30,chiropractor,instagram,38147,8377,364,62,52,42,520,0.0621
2025-11-05,chiropractor,instagram,38324,6675,298,51,42,36,427,0.064
2025-11-11,chiropractor,instagram,38408,9814,507,87,72,59,725,0.0739
2025-11-14,chiropractor,instagram,38235,4734,205,35,29,24,293,0.062
2025-11-20,chiropractor,instagram,38380,6790,371,63,53,44,531,0.0783
2025-11-30,chiropractor,instagram,38088,3686,194,33,27,24,278,0.0755
2025-12-01,chiropractor,instagram,38351,4507,114,19,16,14,163,0.0362
2025-12-06,chiropractor,instagram,38478,5908,157,27,22,19,225,0.0382
2025-12-08,chiropractor,instagram,38378,6083,278,47,39,34,398,0.0655
2025-12-20,chiropractor,instagram,38802,10677,575,98,82,67,822,0.077
2025-12-25,chiropractor,instagram,38484,5320,268,46,38,32,384,0.0723
2025-12-26,chiropractor,instagram,38607,7800,337,57,48,40,482,0.0618
2025-12-30,chiropractor,instagram,38703,5780,146,25,20,18,209,0.0363
2024-01-01,aesthetician,instagram,464754,59723,2750,471,392,316,3929,0.0658
2024-01-03,aesthetician,instagram,465473,72352,3443,590,491,395,4919,0.068
2024-01-04,aesthetician,instagram,464619,142857,4709,807,672,540,6728,0.0471
2024-01-06,aesthetician,instagram,465814,80584,4410,756,630,505,6301,0.0782
2024-01-09,aesthetician,instagram,465989,128390,5041,864,720,577,7202,0.0561
2024-01-11,aesthetician,instagram,467034,65870,1488,255,212,172,2127,0.0323
2024-01-14,aesthetician,instagram,470668,131416,3403,583,486,390,4862,0.037
2024-01-15,aesthetician,instagram,468107,59327,2744,470,392,315,3921,0.0661
2024-01-17,aesthetician,instagram,473675,69575,2946,505,420,338,4209,0.0605
2024-01-19,aesthetician,instagram,471179,93398,5000,857,714,573,7144,0.0765
2024-01-21,aesthetician,instagram,471263,139190,5154,883,736,590,7363,0.0529
2024-01-22,aesthetician,instagram,470048,59668,2748,471,392,315,3926,0.0658
2024-01-24,aesthetician,instagram,472772,156797,5564,953,794,638,7949,0.0507
2024-01-26,aesthetician,instagram,471485,116552,5866,1005,838,671,8380,0.0719
2024-01-29,aesthetician,instagram,473252,100625,4831,828,690,553,6902,0.0686
2024-01-30,aesthetician,instagram,476974,161716,7119,1220,1017,815,10171,0.0629
2024-02-02,aesthetician,instagram,473981,106506,2735,468,390,315,3908,0.0367
2024-02-03,aesthetician,instagram,476013,53381,2111,361,301,243,3016,0.0565
2024-02-05,aesthetician,instagram,473895,146767,7889,1352,1127,903,11271,0.0768
2024-02-06,aesthetician,instagram,475106,107888,4085,700,583,468,5836,0.0541
2024-02-11,aesthetician,instagram,478986,69117,3681,631,525,422,5259,0.0761
2024-02-12,aesthetician,instagram,475817,134476,5544,950,792,634,7920,0.0589
2024-02-15,aesthetician,instagram,480089,94506,2408,412,344,276,3440,0.0364
2024-02-18,aesthetician,instagram,479287,153853,6461,1107,923,740,9231,0.06
2024-02-20,aesthetician,instagram,477983,94021,3632,622,518,417,5189,0.0552
2024-02-21,aesthetician,instagram,479960,158511,8765,1502,1252,1003,12522,0.079
2024-02-23,aesthetician,instagram,480969,81532,3886,666,555,445,5552,0.0681
2024-02-24,aesthetician,instagram,480725,166065,9090,1558,1298,1040,12986,0.0782
2024-02-26,aesthetician,instagram,478086,64502,2374,407,339,272,3392,0.0526
2024-02-29,aesthetician,instagram,480078,134383,4759,815,679,546,6799,0.0506
2024-03-01,aesthetician,instagram,481030,85734,4044,693,577,464,5778,0.0674
2024-03-03,aesthetician,instagram,481799,155576,7088,1215,1012,812,10127,0.0651
2024-03-06,aesthetician,instagram,483584,166528,7646,1310,1092,876,10924,0.0656
2024-03-07,aesthetician,instagram,483203,75033,3235,554,462,371,4622,0.0616
2024-03-08,aesthetician,instagram,481269,86075,3686,632,526,423,5267,0.0612
2024-03-12,aesthetician,instagram,484796,135752,4494,770,642,515,6421,0.0473
2024-03-13,aesthetician,instagram,485390,133341,7382,1265,1054,846,10547,0.0791
2024-03-14,aesthetician,instagram,485577,115023,6272,1075,896,717,8960,0.0779
2024-03-15,aesthetician,instagram,486595,92271,4178,716,596,479,5969,0.0647
2024-03-18,aesthetician,instagram,487016,96598,2420,414,345,279,3458,0.0358
2024-03-19,aesthetician,instagram,486730,124744,4715,808,673,540,6736,0.054
2024-03-20,aesthetician,instagram,486218,105090,4663,799,666,534,6662,0.0634
2024-03-23,aesthetician,instagram,484672,159685,7533,1291,1076,862,10762,0.0674
2024-03-25,aesthetician,instagram,488247,162023,5023,861,717,576,7177,0.0443
2024-03-26,aesthetician,instagram,488182,119990,5912,1013,844,678,8447,0.0704
2024-03-28,aesthetician,instagram,488795,71173,1558,267,222,180,2227,0.0313
2024-04-02,aesthetician,instagram,487820,78637,3495,599,499,400,4993,0.0635
2024-04-06,aesthetician,instagram,489143,74156,3503,600,500,402,5005,0.0675
2024-04-07,aesthetician,instagram,492545,86741,2689,461,384,308,3842,0.0443
2024-04-10,aesthetician,instagram,491714,145927,7354,1260,1050,842,10506,0.072
2024-04-11,aesthetician,instagram,493038,155067,4862,833,694,558,6947,0.0448
2024-04-13,aesthetician,instagram,492593,163714,3621,620,517,415,5173,0.0316
2024-04-15,aesthetician,instagram,493115,171953,4224,724,603,484,6035,0.0351
2024-04-20,aesthetician,instagram,495761,176181,8262,1416,1180,946,11804,0.067
2024-04-21,aesthetician,instagram,493863,134208,6303,1080,900,722,9005,0.0671
2024-04-22,aesthetician,instagram,495031,166838,4893,838,699,560,6990,0.0419
2024-04-23,aesthetician,instagram,494461,97438,4767,817,681,545,6810,0.0699
2024-04-27,aesthetician,instagram,495540,194183,8590,1472,1227,983,12272,0.0632
2024-04-28,aesthetician,instagram,495986,200357,6927,1187,989,794,9897,0.0494
2024-05-01,aesthetician,instagram,497556,108065,5960,1021,851,683,8515,0.0788
2024-05-03,aesthetician,instagram,497029,63480,2559,438,365,294,3656,0.0576
2024-05-05,aesthetician,instagram,500141,160009,4771,817,681,547,6816,0.0426
2024-05-08,aesthetician,instagram,497703,201602,9737,1669,1391,1113,13910,0.069
2024-05-09,aesthetician,instagram,499022,209705,10495,1799,1499,1200,14993,0.0715
2024-05-11,aesthetician,instagram,499162,168841,7705,1320,1100,883,11008,0.0652
2024-05-12,aesthetician,instagram,502252,153935,7305,1252,1043,836,10436,0.0678
2024-05-14,aesthetician,instagram,500895,191382,8064,1382,1152,923,11521,0.0602
2024-05-15,aesthetician,instagram,502410,113347,6204,1063,886,710,8863,0.0782
2024-05-16,aesthetician,instagram,498886,175540,4779,819,682,548,6828,0.0389
2024-05-18,aesthetician,instagram,502041,93621,2575,441,367,296,3679,0.0393
2024-05-20,aesthetician,instagram,503498,127177,4958,849,708,568,7083,0.0557
2024-05-22,aesthetician,instagram,502801,156318,5623,964,803,644,8034,0.0514
2024-05-24,aesthetician,instagram,504805,161433,4124,707,589,472,5892,0.0365
2024-05-27,aesthetician,instagram,503193,119473,3579,613,511,410,5113,0.0428
2024-05-29,aesthetician,instagram,506628,91350,4188,717,598,480,5983,0.0655
2024-05-30,aesthetician,instagram,508235,119361,3149,539,449,362,4499,0.0377
2024-06-01,aesthetician,instagram,504723,218557,4972,852,710,569,7103,0.0325
2024-06-05,aesthetician,instagram,505635,174501,7426,1273,1060,850,10609,0.0608
2024-06-08,aesthetician,instagram,509302,161000,6141,1052,877,704,8774,0.0545
2024-06-09,aesthetician,instagram,509755,196158,6576,1127,939,753,9395,0.0479
2024-06-11,aesthetician,instagram,507073,102169,3282,562,468,377,4689,0.0459
2024-06-12,aesthetician,instagram,507489,77218,2118,363,302,243,3026,0.0392
2024-06-15,aesthetician,instagram,508478,134837,5219,894,745,598,7456,0.0553
2024-06-16,aesthetician,instagram,507114,81033,3227,553,461,369,4610,0.0569
2024-06-17,aesthetician,instagram,508024,101047,2907,498,415,333,4153,0.0411
2024-06-18,aesthetician,instagram,508152,125038,4078,699,582,467,5826,0.0466
2024-06-21,aesthetician,instagram,509290,187352,5363,919,766,614,7662,0.0409
2024-06-24,aesthetician,instagram,511192,223309,8831,1513,1261,1011,12616,0.0565
2024-06-25,aesthetician,instagram,511864,219369,10933,1874,1561,1251,15619,0.0712
2024-06-26,aesthetician,instagram,514145,169100,3597,616,514,413,5140,0.0304
2024-06-29,aesthetician,instagram,511008,199470,7302,1251,1043,836,10432,0.0523
2024-07-03,aesthetician,instagram,515098,151183,6423,1101,917,735,9176,0.0607
2024-07-04,aesthetician,instagram,513511,158175,8624,1478,1232,987,12321,0.0779
2024-07-05,aesthetician,instagram,514025,190559,6135,1051,876,703,8765,0.046
2024-07-07,aesthetician,instagram,515662,112002,6052,1037,864,693,8646,0.0772
2024-07-08,aesthetician,instagram,513146,95976,3828,656,547,439,5470,0.057
2024-07-09,aesthetician,instagram,515730,171185,9058,1552,1294,1037,12941,0.0756
2024-07-12,aesthetician,instagram,516176,165087,5627,964,803,645,8039,0.0487
2024-07-13,aesthetician,instagram,516941,60682,2221,380,317,255,3173,0.0523
2024-07-16,aesthetician,instagram,517405,80267,4207,721,601,482,6011,0.0749
2024-07-18,aesthetician,instagram,521288,183089,7138,1223,1019,818,10198,0.0557
2024-07-20,aesthetician,instagram,517004,181781,4886,837,698,559,6980,0.0384
2024-07-21,aesthetician,instagram,517429,54509,2170,372,310,249,3101,0.0569
2024-07-23,aesthetician,instagram,517805,142683,3325,570,475,381,4751,0.0333
2024-07-24,aesthetician,instagram,518169,168371,8096,1388,1156,927,11567,0.0687
2024-07-26,aesthetician,instagram,518560,66842,2395,410,342,275,3422,0.0512
2024-07-28,aesthetician,instagram,521928,146637,5840,1001,834,668,8343,0.0569
2024-07-29,aesthetician,instagram,522550,156165,8613,1476,1230,986,12305,0.0788
2024-07-30,aesthetician,instagram,519700,176742,7707,1321,1101,882,11011,0.0623
2024-07-31,aesthetician,instagram,519551,72906,3434,588,490,394,4906,0.0673
2024-08-01,aesthetician,instagram,521848,96604,3584,614,512,410,5120,0.053
2024-08-05,aesthetician,instagram,521285,59574,1434,245,204,166,2049,0.0344
2024-08-07,aesthetician,instagram,523661,125944,6144,1053,877,704,8778,0.0697
2024-08-10,aesthetician,instagram,523766,82319,3382,579,483,388,4832,0.0587
2024-08-13,aesthetician,instagram,521843,102835,3087,529,441,354,4411,0.0429
2024-08-14,aesthetician,instagram,526921,109741,4724,809,674,542,6749,0.0615
2024-08-18,aesthetician,instagram,528356,141771,3056,523,436,351,4366,0.0308
2024-08-21,aesthetician,instagram,525336,136774,5428,930,775,622,7755,0.0567
2024-08-23,aesthetician,instagram,526210,152069,6482,1111,926,742,9261,0.0609
2024-08-24,aesthetician,instagram,527535,145188,6026,1033,860,690,8609,0.0593
2024-08-25,aesthetician,instagram,527871,175259,4121,706,588,473,5888,0.0336
2024-08-26,aesthetician,instagram,528644,156860,3875,664,553,445,5537,0.0353
2024-08-29,aesthetician,instagram,531567,64652,2040,349,291,235,2915,0.0451
2024-08-31,aesthetician,instagram,528619,110702,5292,907,756,605,7560,0.0683
2024-09-01,aesthetician,instagram,527892,139986,4879,836,697,559,6971,0.0498
2024-09-03,aesthetician,instagram,527487,123097,4627,793,661,529,6610,0.0537
2024-09-05,aesthetician,instagram,529035,104616,2694,461,384,310,3849,0.0368
2024-09-06,aesthetician,instagram,530405,125403,6135,1051,876,703,8765,0.0699
2024-09-12,aesthetician,instagram,534880,72753,3971,680,567,456,5674,0.078
2024-09-14,aesthetician,instagram,531708,174688,7813,1339,1116,894,11162,0.0639
2024-09-15,aesthetician,instagram,533152,150525,7354,1260,1050,842,10506,0.0698
2024-09-16,aesthetician,instagram,533028,179837,6130,1050,875,703,8758,0.0487
2024-09-17,aesthetician,instagram,535215,127826,5162,885,737,591,7375,0.0577
2024-09-19,aesthetician,instagram,537880,54521,1381,236,197,159,1973,0.0362
2024-09-20,aesthetician,instagram,533242,125136,5238,897,748,600,7483,0.0598
2024-09-25,aesthetician,instagram,534605,94781,5128,879,732,587,7326,0.0773
2024-09-26,aesthetician,instagram,537328,176444,8324,1427,1189,952,11892,0.0674
2024-09-27,aesthetician,instagram,537006,110084,3636,623,519,417,5195,0.0472
2024-09-30,aesthetician,instagram,539662,124821,5443,933,777,623,7776,0.0623
2024-10-01,aesthetician,instagram,537889,84784,2254,386,322,259,3221,0.038
2024-10-02,aesthetician,instagram,536629,81131,4071,698,581,467,5817,0.0717
2024-10-06,aesthetician,instagram,539200,165930,4540,778,648,521,6487,0.0391
2024-10-08,aesthetician,instagram,540558,174330,8859,1518,1265,1014,12656,0.0726
2024-10-09,aesthetician,instagram,540352,194640,10436,1789,1490,1194,14909,0.0766
2024-10-12,aesthetician,instagram,540626,133662,4967,851,709,570,7097,0.0531
2024-10-13,aesthetician,instagram,541792,66099,2058,352,294,237,2941,0.0445
2024-10-14,aesthetician,instagram,542219,159758,3902,669,557,447,5575,0.0349
2024-10-16,aesthetician,instagram,543086,104593,3982,682,568,457,5689,0.0544
2024-10-17,aesthetician,instagram,542156,151673,3863,662,552,443,5520,0.0364
2024-10-22,aesthetician,instagram,542129,154388,3782,648,540,433,5403,0.035
2024-10-25,aesthetician,instagram,543419,113840,5976,1024,853,685,8538,0.075
2024-10-27,aesthetician,instagram,545667,167072,6139,1052,877,703,8771,0.0525
2024-10-28,aesthetician,instagram,542625,163503,5184,888,740,594,7406,0.0453
2024-10-29,aesthetician,instagram,544820,129603,5288,906,755,606,7555,0.0583
2024-10-31,aesthetician,instagram,544095,144795,4641,795,663,532,6631,0.0458
2024-11-07,aesthetician,instagram,546602,125121,2644,453,377,304,3778,0.0302
2024-11-08,aesthetician,instagram,548912,224091,6447,1105,921,737,9210,0.0411
2024-11-09,aesthetician,instagram,547388,245583,8904,1526,1272,1019,12721,0.0518
2024-11-10,aesthetician,instagram,547410,226403,5815,996,830,667,8308,0.0367
2024-11-11,aesthetician,instagram,545359,173137,8955,1535,1279,1025,12794,0.0739
2024-11-12,aesthetician,instagram,549080,143483,4810,824,687,551,6872,0.0479
2024-11-14,aesthetician,instagram,549434,118307,4769,817,681,547,6814,0.0576
2024-11-16,aesthetician,instagram,552454,257766,10880,1865,1554,1244,15543,0.0603
2024-11-18,aesthetician,instagram,548904,111792,5704,977,814,654,8149,0.0729
2024-11-19,aesthetician,instagram,550032,137837,5489,941,784,628,7842,0.0569
2024-11-20,aesthetician,instagram,550342,99251,5161,884,737,592,7374,0.0743
2024-11-22,aesthetician,instagram,553054,87929,2080,356,297,239,2972,0.0338
2024-11-25,aesthetician,instagram,551071,90662,3515,602,502,403,5022,0.0554
2024-11-26,aesthetician,instagram,551950,169798,7024,1204,1003,804,10035,0.0591
2024-11-30,aesthetician,instagram,553534,277693,11565,1982,1652,1323,16522,0.0595
2024-12-04,aesthetician,instagram,553875,201496,8124,1392,1160,930,11606,0.0576
2024-12-07,aesthetician,instagram,553601,186586,10435,1788,1490,1195,14908,0.0799
2024-12-08,aesthetician,instagram,554926,164339,7914,1356,1130,906,11306,0.0688
2024-12-09,aesthetician,instagram,556650,252451,7279,1248,1040,833,10400,0.0412
2024-12-12,aesthetician,instagram,553931,148264,6922,1186,988,793,9889,0.0667
2024-12-13,aesthetician,instagram,556123,196157,7304,1252,1043,836,10435,0.0532
2024-12-16,aesthetician,instagram,555511,193989,6762,1159,966,773,9660,0.0498
2024-12-17,aesthetician,instagram,558937,269151,11888,2037,1698,1360,16983,0.0631
2024-12-18,aesthetician,instagram,554654,215912,10624,1821,1517,1216,15178,0.0703
2024-12-21,aesthetician,instagram,557043,190466,5105,875,729,585,7294,0.0383
2024-12-25,aesthetician,instagram,559650,114674,4197,719,599,482,5997,0.0523
2024-12-26,aesthetician,instagram,561904,207070,11218,1923,1602,1284,16027,0.0774
2024-12-27,aesthetician,instagram,559426,217099,11914,2042,1702,1362,17020,0.0784
2024-12-28,aesthetician,instagram,558864,142162,5393,924,770,618,7705,0.0542
2024-12-31,aesthetician,instagram,563739,157838,4518,774,645,518,6455,0.0409
2025-01-01,aesthetician,instagram,558398,132676,3073,526,439,353,4391,0.0331
2025-01-02,aesthetician,instagram,557393,102228,2296,393,328,264,3281,0.0321
2025-01-04,aesthetician,instagram,562355,123997,6544,1121,934,750,9349,0.0754
2025-01-07,aesthetician,instagram,561545,130896,4901,840,700,561,7002,0.0535
2025-01-09,aesthetician,instagram,561187,204120,4615,791,659,528,6593,0.0323
2025-01-11,aesthetician,instagram,564628,159711,5164,885,737,592,7378,0.0462
2025-01-12,aesthetician,instagram,564103,175918,6907,1184,986,791,9868,0.0561
