date,client,platform,followers,reach,likes,comments,shares,saves,total_engagements,engagement_rate
2024-09-26,real_estate_agent,youtube,15441,3045,105,18,15,12,150,0.0495
2024-10-03,real_estate_agent,youtube,15353,4060,165,28,23,20,236,0.0583
2024-10-09,real_estate_agent,youtube,15497,4320,198,33,28,24,283,0.0656
2024-10-13,real_estate_agent,youtube,15503,4542,140,24,20,17,201,0.0443
2024-10-14,real_estate_agent,youtube,15550,3328,145,24,20,19,208,0.0626
2024-10-18,real_estate_agent,youtube,15618,2968,123,21,17,15,176,0.0594
2024-10-21,real_estate_agent,youtube,15595,1691,43,7,6,6,62,0.0371
2024-10-23,real_estate_agent,youtube,15537,4027,163,27,23,20,233,0.0581
2024-10-30,real_estate_agent,youtube,15523,4537,203,34,29,24,290,0.064
2024-11-08,real_estate_agent,youtube,15727,2064,75,12,10,11,108,0.0527
2024-11-09,real_estate_agent,youtube,15613,4212,125,21,17,16,179,0.0427
2024-11-14,real_estate_agent,youtube,15628,3473,132,22,18,17,189,0.0545
2024-11-21,real_estate_agent,youtube,15652,2881,68,11,9,10,98,0.0342
2024-11-22,real_estate_agent,youtube,15666,1528,46,7,6,7,66,0.0432
2024-11-30,real_estate_agent,youtube,15678,2206,67,11,9,9,96,0.0439
2024-12-03,real_estate_agent,youtube,15668,4119,159,27,22,20,228,0.0554
2024-12-28,real_estate_agent,youtube,15758,1801,37,6,5,6,54,0.0305
2024-12-29,real_estate_agent,youtube,15754,2217,88,15,12,12,127,0.0577
2025-01-01,real_estate_agent,youtube,15803,3320,142,24,20,18,204,0.0615
2025-01-12,real_estate_agent,youtube,15825,2487,55,9,7,8,79,0.0319
2025-01-18,real_estate_agent,youtube,15930,1691,55,9,7,8,79,0.0468
2025-01-19,real_estate_agent,youtube,15736,3782,123,21,17,15,176,0.0466
2025-01-20,real_estate_agent,youtube,15918,2314,70,12,10,9,101,0.044
2025-01-21,real_estate_agent,youtube,15929,3550,156,26,22,20,224,0.0632
2025-01-30,real_estate_agent,youtube,15802,3431,127,21,18,16,182,0.0531
2025-02-03,real_estate_agent,youtube,15899,2537,68,11,9,10,98,0.039
2025-02-04,real_estate_agent,youtube,15901,1292,56,9,8,7,80,0.062
2025-02-10,real_estate_agent,youtube,15873,1967,42,7,6,5,60,0.0308
2025-02-16,real_estate_agent,youtube,15924,2220,52,9,7,7,75,0.0342
2025-02-23,real_estate_agent,youtube,15933,1930,88,15,12,11,126,0.0655
2025-02-26,real_estate_agent,youtube,16081,5108,117,20,16,15,168,0.033
2025-03-01,real_estate_agent,youtube,16053,3077,148,25,21,18,212,0.0691
2025-03-03,real_estate_agent,youtube,16076,5726,277,47,39,34,397,0.0694
2025-03-08,real_estate_agent,youtube,16067,4154,168,28,24,21,241,0.0582
2025-03-14,real_estate_agent,youtube,16000,5419,212,36,30,26,304,0.0561
2025-03-22,real_estate_agent,youtube,16057,2489,81,14,11,11,117,0.0474
2025-03-24,real_estate_agent,youtube,16113,7589,228,39,32,28,327,0.0432
2025-03-28,real_estate_agent,youtube,16045,5270,170,29,24,21,244,0.0464
2025-04-03,real_estate_agent,youtube,16160,5258,246,42,35,29,352,0.067
2025-04-08,real_estate_agent,youtube,16131,3909,154,26,22,18,220,0.0564
2025-04-16,real_estate_agent,youtube,16153,4488,105,18,15,13,151,0.0338
2025-04-20,real_estate_agent,youtube,16220,5087,184,31,26,23,264,0.052
2025-04-26,real_estate_agent,youtube,16228,2322,51,8,7,8,74,0.0322
2025-04-27,real_estate_agent,youtube,16193,7035,164,28,23,20,235,0.0335
2025-04-30,real_estate_agent,youtube,16277,5103,196,33,28,23,280,0.055
2025-05-01,real_estate_agent,youtube,16172,3501,82,14,11,11,118,0.0339
2025-05-05,real_estate_agent,youtube,16269,8027,311,53,44,37,445,0.0555
2025-05-06,real_estate_agent,youtube,16271,3008,102,17,14,14,147,0.0489
2025-05-13,real_estate_agent,youtube,16252,5118,219,37,31,27,314,0.0614
2025-05-20,real_estate_agent,youtube,16308,3956,182,31,26,21,260,0.0658
2025-05-27,real_estate_agent,youtube,16256,4717,183,31,26,22,262,0.0557
2025-06-04,real_estate_agent,youtube,16391,4769,149,25,21,18,213,0.0448
2025-06-05,real_estate_agent,youtube,16340,2708,70,12,10,9,101,0.0375
2025-06-09,real_estate_agent,youtube,16337,4054,134,23,19,16,192,0.0476
2025-06-13,real_estate_agent,youtube,16429,5939,263,45,37,32,377,0.0635
2025-06-17,real_estate_agent,youtube,16357,6723,169,29,24,20,242,0.036
2025-06-22,real_estate_agent,youtube,16340,6526,154,26,22,19,221,0.0339
2025-06-25,real_estate_agent,youtube,16343,4961,216,37,30,26,309,0.0623
2025-06-26,real_estate_agent,youtube,16453,3846,161,27,23,20,231,0.0603
2025-06-30,real_estate_agent,youtube,16374,4779,107,18,15,14,154,0.0324
2025-07-06,real_estate_agent,youtube,16546,8306,295,50,42,35,422,0.0509
2025-07-08,real_estate_agent,youtube,16363,8012,322,55,46,37,460,0.0575
2025-07-19,real_estate_agent,youtube,16589,3798,140,24,20,16,200,0.0529
2025-07-20,real_estate_agent,youtube,16519,4720,138,23,19,18,198,0.042
2025-07-22,real_estate_agent,youtube,16511,2571,115,19,16,15,165,0.0642
2025-07-28,real_estate_agent,youtube,16510,5362,198,33,28,24,283,0.0528
2025-07-29,real_estate_agent,youtube,16560,8094,299,51,42,36,428,0.0529
2025-08-06,real_estate_agent,youtube,16567,7751,194,33,27,24,278,0.0359
2025-08-11,real_estate_agent,youtube,16642,7676,257,44,36,31,368,0.048
2025-08-15,real_estate_agent,youtube,16607,3428,87,15,12,11,125,0.0367
2025-08-19,real_estate_agent,youtube,16623,2436,63,10,9,9,91,0.0377
2025-08-20,real_estate_agent,youtube,16601,5917,136,23,19,17,195,0.0331
2025-08-28,real_estate_agent,youtube,16644,6281,167,28,23,21,239,0.0381
2025-09-05,real_estate_agent,youtube,16691,4779,119,20,17,15,171,0.0359
2025-09-06,real_estate_agent,youtube,16593,5341,159,27,22,20,228,0.0428
2025-09-08,real_estate_agent,youtube,16619,2280,99,17,14,12,142,0.0623
2025-09-15,real_estate_agent,youtube,16748,4384,160,27,22,20,229,0.0523
2025-09-16,real_estate_agent,youtube,16723,4229,189,32,27,23,271,0.0643
2025-09-22,real_estate_agent,youtube,16727,1896,88,15,12,11,126,0.0667
2025-10-05,real_estate_agent,youtube,16783,4557,184,31,26,23,264,0.058
2025-10-07,real_estate_agent,youtube,16807,2368,101,17,14,13,145,0.0613
2025-10-19,real_estate_agent,youtube,16805,4428,111,19,15,14,159,0.036
2025-10-22,real_estate_agent,youtube,16803,6153,228,39,32,28,327,0.0533
2025-10-25,real_estate_agent,youtube,16863,2235,52,9,7,7,75,0.034
2025-10-31,real_estate_agent,youtube,16825,4926,210,36,30,25,301,0.0612
2025-11-03,real_estate_agent,youtube,16906,5165,233,40,33,28,334,0.0647
2025-11-09,real_estate_agent,youtube,16820,2493,113,19,16,14,162,0.0651
2025-11-10,real_estate_agent,youtube,16962,3643,142,24,20,18,204,0.0562
2025-11-22,real_estate_agent,youtube,16977,1984,67,11,9,10,97,0.0489
2025-11-25,real_estate_agent,youtube,16976,3470,111,19,15,14,159,0.0461
2025-11-30,real_estate_agent,youtube,17031,2671,106,18,15,13,152,0.0572
2025-12-07,real_estate_agent,youtube,17091,4153,133,22,19,16,190,0.0458
2025-12-08,real_estate_agent,youtube,17061,1452,58,9,8,8,83,0.0576
2025-12-14,real_estate_agent,youtube,16937,2123,72,12,10,10,104,0.049
2025-12-15,real_estate_agent,youtube,16969,2347,73,12,10,10,105,0.0449
2025-12-16,real_estate_agent,youtube,17006,2267,97,16,13,13,139,0.0617
2025-12-27,real_estate_agent,youtube,17078,4028,179,30,25,22,256,0.0637
2025-12-28,real_estate_agent,youtube,17107,4402,176,30,25,21,252,0.0574
2025-12-29,real_estate_agent,youtube,17047,2239,60,10,8,9,87,0.0391
2025-12-30,real_estate_agent,youtube,17097,3763,156,26,22,20,224,0.0597
2024-01-01,vlogger,youtube,3159762,585993,27031,4633,3861,3091,38616,0.0659
2024-01-03,vlogger,youtube,3143770,517245,22303,3823,3186,2550,31862,0.0616
2024-01-05,vlogger,youtube,3153737,569685,17904,3069,2557,2048,25578,0.0449
2024-01-06,vlogger,youtube,3162470,455202,20328,3484,2904,2325,29041,0.0638
2024-01-07,vlogger,youtube,3142254,1118661,32418,5557,4631,3706,46312,0.0414
2024-01-09,vlogger,youtube,3143059,462681,17715,3036,2530,2027,25308,0.0547
2024-01-11,vlogger,youtube,3149338,481372,17319,2969,2474,1980,24742,0.0514
2024-01-12,vlogger,youtube,3177844,924368,23940,4104,3420,2737,34201,0.037
2024-01-13,vlogger,youtube,3162642,991630,45951,7877,6564,5253,65645,0.0662
2024-01-14,vlogger,youtube,3194249,433430,11074,1898,1582,1266,15820,0.0365
2024-01-15,vlogger,youtube,3166586,810053,39578,6784,5654,4525,56541,0.0698
2024-01-16,vlogger,youtube,3175747,641624,21378,3664,3054,2445,30541,0.0476
2024-01-17,vlogger,youtube,3190718,927295,24795,4250,3542,2835,35422,0.0382
2024-01-18,vlogger,youtube,3197185,1156520,45821,7855,6545,5238,65459,0.0566
2024-01-20,vlogger,youtube,3201807,713083,17919,3071,2559,2050,25599,0.0359
2024-01-22,vlogger,youtube,3197746,783708,37852,6489,5407,4327,54075,0.069
2024-01-23,vlogger,youtube,3198025,356716,8714,1493,1244,998,12449,0.0349
2024-01-24,vlogger,youtube,3195935,980308,46113,7905,6587,5271,65876,0.0672
2024-01-25,vlogger,youtube,3199753,1115275,53008,9087,7572,6060,75727,0.0679
2024-01-26,vlogger,youtube,3189051,1146988,29063,4982,4152,3323,41520,0.0362
2024-01-30,vlogger,youtube,3194609,760939,27591,4729,3941,3155,39416,0.0518
2024-01-31,vlogger,youtube,3204472,585084,22894,3924,3270,2618,32706,0.0559
2024-02-01,vlogger,youtube,3204902,1152230,53071,9097,7581,6067,75816,0.0658
2024-02-03,vlogger,youtube,3206242,1173299,49442,8475,7063,5652,70632,0.0602
2024-02-04,vlogger,youtube,3219353,1013737,40234,6897,5747,4600,57478,0.0567
2024-02-05,vlogger,youtube,3223889,1119017,46293,7935,6613,5292,66133,0.0591
2024-02-06,vlogger,youtube,3217563,432706,13175,2258,1882,1507,18822,0.0435
2024-02-07,vlogger,youtube,3233012,373481,12862,2205,1837,1471,18375,0.0492
2024-02-09,vlogger,youtube,3211775,435773,17417,2985,2488,1992,24882,0.0571
2024-02-10,vlogger,youtube,3222974,860854,18680,3202,2668,2136,26686,0.031
2024-02-12,vlogger,youtube,3221972,640579,17397,2982,2485,1990,24854,0.0388
2024-02-13,vlogger,youtube,3212858,850249,25651,4397,3664,2933,36645,0.0431
2024-02-15,vlogger,youtube,3234217,786525,20811,3567,2973,2379,29730,0.0378
2024-02-17,vlogger,youtube,3237905,991972,42564,7296,6080,4867,60807,0.0613
2024-02-18,vlogger,youtube,3255838,413303,10935,1874,1562,1251,15622,0.0378
2024-02-20,vlogger,youtube,3251332,919246,41181,7059,5883,4708,58831,0.064
2024-02-21,vlogger,youtube,3237248,1169157,55897,9582,7985,6389,79853,0.0683
2024-02-22,vlogger,youtube,3267332,763729,24484,4197,3497,2800,34978,0.0458
2024-02-23,vlogger,youtube,3263203,780830,29569,5069,4224,3380,42242,0.0541
2024-02-25,vlogger,youtube,3261047,913178,20582,3528,2940,2354,29404,0.0322
2024-02-26,vlogger,youtube,3255183,953575,30638,5252,4376,3503,43769,0.0459
2024-02-27,vlogger,youtube,3250049,670662,22111,3790,3158,2529,31588,0.0471
2024-02-28,vlogger,youtube,3257823,637039,13600,2331,1942,1556,19429,0.0305
2024-02-29,vlogger,youtube,3274159,726743,21518,3688,3074,2461,30741,0.0423
2024-03-03,vlogger,youtube,3288088,531420,19492,3341,2784,2229,27846,0.0524
2024-03-06,vlogger,youtube,3290871,986113,45213,7750,6459,5168,64590,0.0655
2024-03-07,vlogger,youtube,3272932,723833,23611,4047,3373,2699,33730,0.0466
2024-03-08,vlogger,youtube,3268757,967879,24796,4250,3542,2836,35424,0.0366
2024-03-09,vlogger,youtube,3283195,972676,44869,7691,6409,5130,64099,0.0659
2024-03-10,vlogger,youtube,3266420,1059371,34556,5923,4936,3951,49366,0.0466
2024-03-11,vlogger,youtube,3289062,469366,17708,3035,2529,2026,25298,0.0539
2024-03-13,vlogger,youtube,3288488,1198490,35319,6054,5045,4038,50456,0.0421
2024-03-14,vlogger,youtube,3287377,634618,22655,3883,3236,2591,32365,0.051
2024-03-15,vlogger,youtube,3278255,852520,40161,6884,5737,4592,57374,0.0673
2024-03-16,vlogger,youtube,3301127,352354,11098,1902,1585,1270,15855,0.045
2024-03-18,vlogger,youtube,3294843,582359,22665,3885,3237,2592,32379,0.0556
2024-03-19,vlogger,youtube,3290561,744675,19286,3306,2755,2205,27552,0.037
2024-03-20,vlogger,youtube,3275714,1130625,41708,7149,5958,4768,59583,0.0527
2024-03-23,vlogger,youtube,3310015,1070705,28480,4882,4068,3256,40686,0.038
2024-03-24,vlogger,youtube,3329933,778467,22668,3886,3238,2592,32384,0.0416
2024-03-26,vlogger,youtube,3332919,614167,27041,4635,3863,3092,38631,0.0629
2024-03-27,vlogger,youtube,3313875,777770,29072,4983,4153,3324,41532,0.0534
2024-03-28,vlogger,youtube,3314461,543361,22668,3886,3238,2592,32384,0.0596
2024-03-29,vlogger,youtube,3327166,483874,20864,3576,2980,2386,29806,0.0616
2024-03-30,vlogger,youtube,3314571,905361,26617,4563,3802,3043,38025,0.042
2024-04-02,vlogger,youtube,3333647,458698,17819,3054,2545,2039,25457,0.0555
2024-04-03,vlogger,youtube,3340325,602989,23890,4095,3412,2732,34129,0.0566
2024-04-04,vlogger,youtube,3346974,1148123,29896,5125,4271,3418,42710,0.0372
2024-04-06,vlogger,youtube,3337765,375385,14662,2513,2094,1677,20946,0.0558
2024-04-07,vlogger,youtube,3338761,782691,33201,5691,4743,3796,47431,0.0606
2024-04-08,vlogger,youtube,3334032,874212,42101,7217,6014,4813,60145,0.0688
2024-04-09,vlogger,youtube,3336574,771174,24021,4118,3431,2747,34317,0.0445
2024-04-12,vlogger,youtube,3348697,578326,19188,3289,2741,2194,27412,0.0474
2024-04-13,vlogger,youtube,3356704,1210907,48654,8340,6950,5562,69506,0.0574
2024-04-14,vlogger,youtube,3364238,682824,29969,5137,4281,3426,42813,0.0627
2024-04-15,vlogger,youtube,3348988,367067,15236,2612,2176,1743,21767,0.0593
2024-04-17,vlogger,youtube,3376197,869730,24595,4216,3513,2813,35137,0.0404
2024-04-18,vlogger,youtube,3360444,759032,19021,3260,2717,2175,27173,0.0358
2024-04-19,vlogger,youtube,3364999,668219,26989,4626,3855,3086,38556,0.0577
2024-04-20,vlogger,youtube,3359700,670064,15056,2581,2150,1722,21509,0.0321
2024-04-22,vlogger,youtube,3346799,1186398,46008,7887,6572,5259,65726,0.0554
2024-04-23,vlogger,youtube,3382298,611329,13650,2340,1950,1561,19501,0.0319
2024-04-24,vlogger,youtube,3382847,421033,16386,2809,2340,1874,23409,0.0556
2024-04-26,vlogger,youtube,3376602,903703,23911,4099,3415,2734,34159,0.0378
2024-04-28,vlogger,youtube,3384203,877293,37214,6379,5316,4254,53163,0.0606
2024-04-29,vlogger,youtube,3390797,634907,16310,2796,2330,1865,23301,0.0367
2024-04-30,vlogger,youtube,3371712,1085838,32379,5550,4625,3702,46256,0.0426
2024-05-01,vlogger,youtube,3384246,586720,25463,4365,3637,2911,36376,0.062
2024-05-03,vlogger,youtube,3401781,667130,27038,4635,3862,3091,38626,0.0579
2024-05-05,vlogger,youtube,3384978,651607,23444,4019,3349,2680,33492,0.0514
2024-05-06,vlogger,youtube,3402791,466915,11667,2000,1666,1335,16668,0.0357
2024-05-07,vlogger,youtube,3387987,1018294,29438,5046,4205,3366,42055,0.0413
2024-05-08,vlogger,youtube,3408629,1145342,37280,6390,5325,4263,53258,0.0465
2024-05-09,vlogger,youtube,3405536,534000,13643,2338,1949,1561,19491,0.0365
2024-05-10,vlogger,youtube,3391422,1057425,37083,6357,5297,4239,52976,0.0501
2024-05-13,vlogger,youtube,3425967,825297,35702,6120,5100,4081,51003,0.0618
2024-05-14,vlogger,youtube,3408544,1155478,46588,7986,6655,5326,66555,0.0576
2024-05-15,vlogger,youtube,3409797,948390,42354,7260,6050,4843,60507,0.0638
2024-05-17,vlogger,youtube,3424234,1022759,41595,7130,5942,4755,59422,0.0581
2024-05-18,vlogger,youtube,3436009,1118334,36558,6267,5222,4179,52226,0.0467
2024-05-20,vlogger,youtube,3417830,444467,10796,1850,1542,1235,15423,0.0347
2024-05-21,vlogger,youtube,3430947,624708,13424,2301,1917,1536,19178,0.0307
2024-05-22,vlogger,youtube,3436762,447941,18060,3096,2580,2065,25801,0.0576
2024-05-23,vlogger,youtube,3441522,1146903,38294,6564,5470,4379,54707,0.0477
2024-05-25,vlogger,youtube,3440269,1115516,39745,6813,5677,4544,56779,0.0509
2024-05-27,vlogger,youtube,3438727,564437,14578,2499,2082,1668,20827,0.0369
2024-05-28,vlogger,youtube,3436000,411635,17230,2953,2461,1971,24615,0.0598
2024-05-29,vlogger,youtube,3447477,864140,21231,3639,3033,2428,30331,0.0351
2024-05-31,vlogger,youtube,3439556,547923,22053,3780,3150,2522,31505,0.0575
2024-06-02,vlogger,youtube,3424446,1046954,28142,4824,4020,3217,40203,0.0384
2024-06-03,vlogger,youtube,3461285,883661,29072,4983,4153,3324,41532,0.047
2024-06-04,vlogger,youtube,3468172,316228,7636,1309,1090,874,10909,0.0345
2024-06-05,vlogger,youtube,3436293,616934,21333,3657,3047,2439,30476,0.0494
2024-06-06,vlogger,youtube,3452371,320241,8495,1456,1213,973,12137,0.0379
2024-06-08,vlogger,youtube,3473369,728936,28777,4933,4111,3290,41111,0.0564
2024-06-10,vlogger,youtube,3492423,953950,32586,5586,4655,3725,46552,0.0488
2024-06-11,vlogger,youtube,3473249,506083,11229,1925,1604,1284,16042,0.0317
2024-06-12,vlogger,youtube,3467477,355930,7573,1298,1082,867,10820,0.0304
2024-06-13,vlogger,youtube,3475193,717106,17568,3011,2509,2010,25098,0.035
2024-06-16,vlogger,youtube,3497571,429600,16088,2757,2298,1840,22983,0.0535
2024-06-17,vlogger,youtube,3478484,305230,12135,2080,1733,1389,17337,0.0568
2024-06-18,vlogger,youtube,3478911,813998,20398,3496,2914,2333,29141,0.0358
2024-06-20,vlogger,youtube,3486285,695421,20006,3429,2858,2288,28581,0.0411
2024-06-21,vlogger,youtube,3483384,889014,27443,4704,3920,3138,39205,0.0441
2024-06-22,vlogger,youtube,3496696,719329,30815,5282,4402,3523,44022,0.0612
2024-06-24,vlogger,youtube,3516535,333678,11725,2010,1675,1340,16750,0.0502
2024-06-25,vlogger,youtube,3504906,825117,36271,6218,5181,4147,51817,0.0628
2024-06-26,vlogger,youtube,3500894,789715,28303,4851,4043,3236,40433,0.0512
2024-06-27,vlogger,youtube,3502512,404442,19420,3329,2774,2221,27744,0.0686
2024-06-28,vlogger,youtube,3491166,284792,12000,2057,1714,1373,17144,0.0602
2024-07-01,vlogger,youtube,3523027,938719,38768,6646,5538,4432,55384,0.059
2024-07-03,vlogger,youtube,3516965,884125,41341,7087,5905,4726,59059,0.0668
2024-07-05,vlogger,youtube,3519949,775527,26600,4560,3800,3040,38000,0.049
2024-07-06,vlogger,youtube,3557646,765820,20048,3436,2864,2293,28641,0.0374
2024-07-07,vlogger,youtube,3529084,873293,20967,3594,2995,2397,29953,0.0343
2024-07-08,vlogger,youtube,3520001,581080,28187,4832,4026,3223,40268,0.0693
2024-07-11,vlogger,youtube,3529541,570376,20202,3463,2886,2310,28861,0.0506
2024-07-12,vlogger,youtube,3548279,507044,21473,3681,3067,2455,30676,0.0605
2024-07-13,vlogger,youtube,3539332,651131,22150,3797,3164,2533,31644,0.0486
2024-07-14,vlogger,youtube,3524889,536683,18708,3207,2672,2139,26726,0.0498
2024-07-15,vlogger,youtube,3551967,797158,23157,3969,3308,2648,33082,0.0415
2024-07-17,vlogger,youtube,3539159,632674,14747,2528,2106,1687,21068,0.0333
2024-07-18,vlogger,youtube,3568242,611722,19440,3332,2777,2223,27772,0.0454
2024-07-20,vlogger,youtube,3563880,775392,32240,5526,4605,3687,46058,0.0594
2024-07-21,vlogger,youtube,3549634,444794,19801,3394,2828,2265,28288,0.0636
2024-07-22,vlogger,youtube,3570106,990308,32095,5502,4585,3669,45851,0.0463
2024-07-23,vlogger,youtube,3559197,896287,29550,5065,4221,3379,42215,0.0471
2024-07-25,vlogger,youtube,3571656,861414,39676,6801,5668,4536,56681,0.0658
2024-07-26,vlogger,youtube,3569759,549819,26016,4460,3716,2975,37167,0.0676
2024-07-28,vlogger,youtube,3559583,768386,16404,2812,2343,1876,23435,0.0305
2024-07-29,vlogger,youtube,3563785,570766,22733,3897,3247,2599,32476,0.0569
2024-07-30,vlogger,youtube,3583752,776484,27666,4742,3952,3163,39523,0.0509
2024-08-01,vlogger,youtube,3573189,572581,13947,2391,1992,1595,19925,0.0348
2024-08-02,vlogger,youtube,3574482,993678,40203,6892,5743,4596,57434,0.0578
2024-08-03,vlogger,youtube,3570590,932150,38954,6677,5564,4454,55649,0.0597
2024-08-05,vlogger,youtube,3589474,554878,14254,2443,2036,1631,20364,0.0367
2024-08-06,vlogger,youtube,3609148,438996,11676,2001,1668,1336,16681,0.038
2024-08-07,vlogger,youtube,3577493,583713,26068,4468,3724,2980,37240,0.0638
2024-08-08,vlogger,youtube,3591283,601545,16548,2836,2364,1892,23640,0.0393
2024-08-10,vlogger,youtube,3610321,856245,29968,5137,4281,3426,42812,0.05
2024-08-12,vlogger,youtube,3598299,729900,30961,5307,4423,3540,44231,0.0606
2024-08-14,vlogger,youtube,3608117,887054,37442,6418,5348,4281,53489,0.0603
2024-08-15,vlogger,youtube,3593771,557034,26397,4525,3771,3018,37711,0.0677
2024-08-17,vlogger,youtube,3613968,1006155,39933,6845,5704,4566,57048,0.0567
2024-08-18,vlogger,youtube,3609337,681729,33166,5685,4738,3791,47380,0.0695
2024-08-19,vlogger,youtube,3624084,645858,16230,2782,2318,1856,23186,0.0359
2024-08-20,vlogger,youtube,3628312,677786,16557,2838,2365,1894,23654,0.0349
2024-08-21,vlogger,youtube,3645571,1036444,28439,4875,4062,3252,40628,0.0392
2024-08-22,vlogger,youtube,3625796,881671,19255,3300,2750,2203,27508,0.0312
2024-08-25,vlogger,youtube,3629148,718554,31788,5449,4541,3634,45412,0.0632
2024-08-27,vlogger,youtube,3631790,474293,10325,1770,1475,1180,14750,0.0311
2024-08-28,vlogger,youtube,3627860,601713,22828,3913,3261,2610,32612,0.0542
2024-08-29,vlogger,youtube,3637432,859168,25319,4340,3617,2894,36170,0.0421
2024-08-31,vlogger,youtube,3634587,911128,38522,6603,5503,4404,55032,0.0604
2024-09-01,vlogger,youtube,3641684,776329,27605,4732,3943,3157,39437,0.0508
2024-09-02,vlogger,youtube,3656275,612624,20841,3572,2977,2383,29773,0.0486
2024-09-04,vlogger,youtube,3634938,811252,28336,4857,4048,3240,40481,0.0499
2024-09-05,vlogger,youtube,3660457,1102646,39904,6840,5700,4562,57006,0.0517
2024-09-07,vlogger,youtube,3666481,388117,14018,2403,2002,1603,20026,0.0516
2024-09-08,vlogger,youtube,3652791,1297384,55034,9434,7862,6291,78621,0.0606
2024-09-09,vlogger,youtube,3632846,484967,22133,3794,3161,2531,31619,0.0652
2024-09-10,vlogger,youtube,3651483,1183494,39764,6816,5680,4547,56807,0.048
2024-09-12,vlogger,youtube,3676472,418456,13972,2395,1996,1597,19960,0.0477
2024-09-14,vlogger,youtube,3666039,1018862,26459,4535,3779,3026,37799,0.0371
2024-09-15,vlogger,youtube,3657328,1233375,52837,9057,7548,6040,75482,0.0612
