date,client,platform,followers,reach,likes,comments,shares,saves,total_engagements,engagement_rate
2024-04-04,aesthetician,tiktok,488171,121449,5466,937,780,626,7809,0.0643
2024-04-06,aesthetician,tiktok,488312,116538,5555,952,793,636,7936,0.0681
2024-04-09,aesthetician,tiktok,493021,72495,5130,879,732,588,7329,0.1011
2024-04-10,aesthetician,tiktok,495372,56399,3903,669,557,448,5577,0.0989
2024-04-11,aesthetician,tiktok,494076,143262,9105,1560,1300,1043,13008,0.0908
2024-04-14,aesthetician,tiktok,493645,77243,2865,491,409,328,4093,0.053
2024-04-16,aesthetician,tiktok,494211,162073,7929,1359,1132,908,11328,0.0699
2024-04-19,aesthetician,tiktok,495374,62706,4094,702,585,469,5850,0.0933
2024-04-21,aesthetician,tiktok,495755,57228,3837,657,548,440,5482,0.0958
2024-04-22,aesthetician,tiktok,495306,94622,5112,876,730,586,7304,0.0772
2024-04-24,aesthetician,tiktok,495562,151653,11634,1994,1662,1331,16621,0.1096
2024-04-27,aesthetician,tiktok,496093,61416,4750,814,678,544,6786,0.1105
2024-05-01,aesthetician,tiktok,496100,158665,12294,2107,1756,1407,17564,0.1107
2024-05-02,aesthetician,tiktok,497066,119153,5520,946,788,633,7887,0.0662
2024-05-04,aesthetician,tiktok,495475,77091,6388,1095,912,732,9127,0.1184
2024-05-05,aesthetician,tiktok,498116,197808,9982,1711,1426,1142,14261,0.0721
2024-05-07,aesthetician,tiktok,497303,92517,5646,968,806,647,8067,0.0872
2024-05-10,aesthetician,tiktok,497908,137450,8178,1401,1168,936,11683,0.085
2024-05-11,aesthetician,tiktok,500091,68055,5468,937,781,626,7812,0.1148
2024-05-12,aesthetician,tiktok,502169,151113,7118,1220,1016,815,10169,0.0673
2024-05-16,aesthetician,tiktok,502500,129572,6647,1139,949,762,9497,0.0733
2024-05-17,aesthetician,tiktok,499017,121113,5170,886,738,593,7387,0.061
2024-05-18,aesthetician,tiktok,500149,166649,8702,1491,1243,996,12432,0.0746
2024-05-19,aesthetician,tiktok,503315,225448,10494,1799,1499,1200,14992,0.0665
2024-05-21,aesthetician,tiktok,500937,197300,11753,2014,1679,1344,16790,0.0851
2024-05-22,aesthetician,tiktok,502338,208756,13706,2349,1958,1568,19581,0.0938
2024-05-23,aesthetician,tiktok,503767,198901,15635,2680,2233,1788,22336,0.1123
2024-05-24,aesthetician,tiktok,501735,155716,5678,973,811,650,8112,0.0521
2024-05-29,aesthetician,tiktok,504654,90486,4407,755,629,506,6297,0.0696
2024-05-30,aesthetician,tiktok,502734,172690,13635,2337,1947,1560,19479,0.1128
2024-06-01,aesthetician,tiktok,504362,128216,5034,863,719,576,7192,0.0561
2024-06-03,aesthetician,tiktok,506278,166588,13666,2342,1952,1564,19524,0.1172
2024-06-04,aesthetician,tiktok,503634,102697,6742,1155,963,772,9632,0.0938
2024-06-05,aesthetician,tiktok,506981,91076,4258,729,608,488,6083,0.0668
2024-06-09,aesthetician,tiktok,507321,215947,17822,3055,2546,2037,25460,0.1179
2024-06-11,aesthetician,tiktok,508712,155780,7959,1364,1137,911,11371,0.073
2024-06-12,aesthetician,tiktok,508471,89001,4017,688,574,461,5740,0.0645
2024-06-14,aesthetician,tiktok,510730,199202,12256,2101,1750,1402,17509,0.0879
2024-06-17,aesthetician,tiktok,509619,117171,9054,1552,1293,1036,12935,0.1104
2024-06-20,aesthetician,tiktok,509549,151027,10508,1801,1501,1202,15012,0.0994
2024-06-21,aesthetician,tiktok,510653,227462,9473,1623,1353,1084,13533,0.0595
2024-06-23,aesthetician,tiktok,511818,87918,7279,1248,1040,833,10400,0.1183
2024-06-24,aesthetician,tiktok,511320,210646,17000,2914,2428,1945,24287,0.1153
2024-06-26,aesthetician,tiktok,511827,150763,7619,1306,1088,872,10885,0.0722
2024-06-27,aesthetician,tiktok,510946,80772,6580,1128,940,753,9401,0.1164
2024-06-30,aesthetician,tiktok,511783,194041,9806,1681,1400,1122,14009,0.0722
2024-07-01,aesthetician,tiktok,510904,174655,12335,2114,1762,1411,17622,0.1009
2024-07-05,aesthetician,tiktok,516799,118517,9258,1587,1322,1059,13226,0.1116
2024-07-07,aesthetician,tiktok,512700,119453,6588,1129,941,754,9412,0.0788
2024-07-09,aesthetician,tiktok,514069,180690,14595,2502,2085,1669,20851,0.1154
2024-07-11,aesthetician,tiktok,514547,92768,7487,1283,1069,857,10696,0.1153
2024-07-12,aesthetician,tiktok,517304,69706,5098,874,728,584,7284,0.1045
2024-07-13,aesthetician,tiktok,515721,158553,6980,1196,997,799,9972,0.0629
2024-07-16,aesthetician,tiktok,518892,90599,5884,1008,840,675,8407,0.0928
2024-07-18,aesthetician,tiktok,516431,84880,5329,913,761,610,7613,0.0897
2024-07-19,aesthetician,tiktok,518169,146422,6794,1164,970,779,9707,0.0663
2024-07-21,aesthetician,tiktok,516956,145484,7647,1311,1092,875,10925,0.0751
2024-07-22,aesthetician,tiktok,521852,121500,7093,1215,1013,812,10133,0.0834
2024-07-24,aesthetician,tiktok,517185,147735,9544,1636,1363,1092,13635,0.0923
2024-07-25,aesthetician,tiktok,519776,166822,8897,1525,1271,1018,12711,0.0762
2024-07-31,aesthetician,tiktok,521842,71079,4199,719,599,482,5999,0.0844
2024-08-02,aesthetician,tiktok,522018,56995,2533,434,361,291,3619,0.0635
2024-08-04,aesthetician,tiktok,521600,54528,3950,677,564,452,5643,0.1035
2024-08-07,aesthetician,tiktok,522465,106634,5142,881,734,590,7347,0.0689
2024-08-09,aesthetician,tiktok,523257,182029,12996,2227,1856,1487,18566,0.102
2024-08-10,aesthetician,tiktok,523217,61072,4403,754,629,504,6290,0.103
2024-08-11,aesthetician,tiktok,525222,182133,14648,2511,2092,1676,20927,0.1149
2024-08-12,aesthetician,tiktok,527442,117419,9098,1559,1299,1042,12998,0.1107
2024-08-13,aesthetician,tiktok,523350,112229,5711,979,815,654,8159,0.0727
2024-08-16,aesthetician,tiktok,522848,105205,4956,849,708,567,7080,0.0673
2024-08-18,aesthetician,tiktok,525386,149122,5521,946,788,633,7888,0.0529
2024-08-19,aesthetician,tiktok,529853,94432,5063,867,723,580,7233,0.0766
2024-08-22,aesthetician,tiktok,525294,150033,9746,1670,1392,1115,13923,0.0928
2024-08-23,aesthetician,tiktok,529413,122457,7851,1346,1121,899,11217,0.0916
2024-08-24,aesthetician,tiktok,529735,157187,12245,2099,1749,1401,17494,0.1113
2024-08-27,aesthetician,tiktok,526985,112196,6785,1163,969,776,9693,0.0864
2024-08-29,aesthetician,tiktok,529283,58540,4421,757,631,507,6316,0.1079
2024-08-30,aesthetician,tiktok,531223,122009,10222,1752,1460,1170,14604,0.1197
2024-08-31,aesthetician,tiktok,528298,149927,8154,1397,1164,934,11649,0.0777
2024-09-02,aesthetician,tiktok,529096,121179,7548,1294,1078,864,10784,0.089
2024-09-03,aesthetician,tiktok,528755,59391,3911,670,558,449,5588,0.0941
2024-09-06,aesthetician,tiktok,528843,105509,5198,891,742,596,7427,0.0704
2024-09-08,aesthetician,tiktok,529943,162642,8117,1391,1159,929,11596,0.0713
2024-09-09,aesthetician,tiktok,529286,108829,6269,1074,895,718,8956,0.0823
2024-09-11,aesthetician,tiktok,531810,60433,3929,673,561,451,5614,0.0929
2024-09-14,aesthetician,tiktok,531305,72023,4345,744,620,499,6208,0.0862
2024-09-16,aesthetician,tiktok,533428,113587,8594,1473,1227,984,12278,0.1081
2024-09-19,aesthetician,tiktok,531341,68239,4804,823,686,551,6864,0.1006
2024-09-21,aesthetician,tiktok,534883,179316,13116,2248,1873,1501,18738,0.1045
2024-09-23,aesthetician,tiktok,536209,72053,4977,853,711,570,7111,0.0987
2024-09-24,aesthetician,tiktok,531930,113737,6281,1076,897,719,8973,0.0789
2024-09-29,aesthetician,tiktok,537031,134569,5887,1009,841,673,8410,0.0625
2024-10-01,aesthetician,tiktok,538926,82367,5759,987,822,660,8228,0.0999
2024-10-02,aesthetician,tiktok,535259,88516,5068,868,724,580,7240,0.0818
2024-10-03,aesthetician,tiktok,540165,179969,12395,2124,1770,1419,17708,0.0984
2024-10-05,aesthetician,tiktok,538663,154191,11419,1957,1631,1306,16313,0.1058
2024-10-07,aesthetician,tiktok,537367,71036,2913,499,416,334,4162,0.0586
2024-10-09,aesthetician,tiktok,538935,106223,6059,1038,865,695,8657,0.0815
2024-10-10,aesthetician,tiktok,540189,109695,6657,1141,951,761,9510,0.0867
2024-10-13,aesthetician,tiktok,540187,128555,9484,1625,1354,1086,13549,0.1054
2024-10-14,aesthetician,tiktok,541197,110312,8995,1542,1285,1029,12851,0.1165
2024-10-15,aesthetician,tiktok,539090,165321,8864,1519,1266,1014,12663,0.0766
2024-10-20,aesthetician,tiktok,542157,142612,11370,1949,1624,1300,16243,0.1139
2024-10-21,aesthetician,tiktok,539842,81878,5513,945,787,631,7876,0.0962
2024-10-24,aesthetician,tiktok,542739,90304,7003,1200,1000,802,10005,0.1108
2024-10-26,aesthetician,tiktok,541966,131690,9199,1577,1314,1052,13142,0.0998
2024-10-27,aesthetician,tiktok,542499,190990,9585,1643,1369,1096,13693,0.0717
2024-10-29,aesthetician,tiktok,546236,174465,9916,1699,1416,1135,14166,0.0812
2024-10-30,aesthetician,tiktok,546260,91820,3740,641,534,428,5343,0.0582
2024-10-31,aesthetician,tiktok,545733,179290,8056,1381,1151,922,11510,0.0642
2024-11-04,aesthetician,tiktok,543988,159289,7548,1293,1078,864,10783,0.0677
2024-11-05,aesthetician,tiktok,545517,177901,13685,2346,1955,1565,19551,0.1099
2024-11-09,aesthetician,tiktok,549065,254796,8988,1540,1284,1029,12841,0.0504
2024-11-11,aesthetician,tiktok,547826,199321,9305,1595,1329,1065,13294,0.0667
2024-11-12,aesthetician,tiktok,551665,165551,9653,1654,1379,1104,13790,0.0833
2024-11-14,aesthetician,tiktok,549019,205344,7991,1370,1141,915,11417,0.0556
2024-11-17,aesthetician,tiktok,549468,195958,9203,1577,1314,1054,13148,0.0671
2024-11-18,aesthetician,tiktok,548901,198233,12959,2221,1851,1483,18514,0.0934
2024-11-21,aesthetician,tiktok,550410,93685,7069,1211,1009,810,10099,0.1078
2024-11-23,aesthetician,tiktok,550457,220545,9324,1598,1332,1066,13320,0.0604
2024-11-27,aesthetician,tiktok,552920,265254,9766,1674,1395,1117,13952,0.0526
2024-11-28,aesthetician,tiktok,553591,262567,17773,3046,2539,2032,25390,0.0967
2024-12-01,aesthetician,tiktok,551483,279957,13893,2381,1984,1590,19848,0.0709
2024-12-02,aesthetician,tiktok,550837,173193,6473,1109,924,742,9248,0.0534
2024-12-03,aesthetician,tiktok,550257,227264,9942,1704,1420,1138,14204,0.0625
2024-12-06,aesthetician,tiktok,554929,233929,15195,2604,2170,1739,21708,0.0928
2024-12-07,aesthetician,tiktok,552509,253523,16255,2786,2322,1859,23222,0.0916
2024-12-10,aesthetician,tiktok,551537,182610,7975,1367,1139,913,11394,0.0624
2024-12-11,aesthetician,tiktok,556030,286688,18161,3113,2594,2077,25945,0.0905
2024-12-12,aesthetician,tiktok,559798,151633,5996,1028,856,687,8567,0.0565
2024-12-14,aesthetician,tiktok,556151,167860,8906,1526,1272,1019,12723,0.0758
2024-12-16,aesthetician,tiktok,558081,178718,6842,1173,977,783,9775,0.0547
2024-12-17,aesthetician,tiktok,557077,148926,9225,1581,1317,1056,13179,0.0885
2024-12-21,aesthetician,tiktok,557813,228387,9496,1627,1356,1087,13566,0.0594
2024-12-22,aesthetician,tiktok,559778,191818,9291,1592,1327,1063,13273,0.0692
2024-12-25,aesthetician,tiktok,558530,216549,13141,2252,1877,1504,18774,0.0867
2024-12-26,aesthetician,tiktok,559725,99160,6441,1104,920,737,9202,0.0928
2024-12-28,aesthetician,tiktok,560336,193290,13678,2344,1954,1565,19541,0.1011
2024-12-31,aesthetician,tiktok,559451,155934,12999,2228,1857,1487,18571,0.1191
2025-01-01,aesthetician,tiktok,562504,231700,15926,2730,2275,1821,22752,0.0982
2025-01-03,aesthetician,tiktok,561059,114068,9501,1628,1357,1088,13574,0.119
2025-01-06,aesthetician,tiktok,560858,111728,7242,1241,1034,829,10346,0.0926
2025-01-07,aesthetician,tiktok,563298,214327,13022,2232,1860,1489,18603,0.0868
2025-01-09,aesthetician,tiktok,561394,78346,4102,703,586,469,5860,0.0748
2025-01-16,aesthetician,tiktok,564777,129857,8126,1393,1160,930,11609,0.0894
2025-01-17,aesthetician,tiktok,564973,126060,8311,1424,1187,952,11874,0.0942
2025-01-18,aesthetician,tiktok,567090,143105,6270,1074,895,719,8958,0.0626
2025-01-20,aesthetician,tiktok,566573,195363,13620,2334,1945,1559,19458,0.0996
2025-01-21,aesthetician,tiktok,565985,59992,2103,360,300,242,3005,0.0501
2025-01-22,aesthetician,tiktok,567676,73503,4825,827,689,553,6894,0.0938
2025-01-27,aesthetician,tiktok,569952,170923,13088,2243,1869,1498,18698,0.1094
2025-01-30,aesthetician,tiktok,569315,115861,9723,1666,1389,1113,13891,0.1199
2025-01-31,aesthetician,tiktok,568641,136532,7014,1202,1002,803,10021,0.0734
2025-02-03,aesthetician,tiktok,567162,58317,3861,661,551,443,5516,0.0946
2025-02-07,aesthetician,tiktok,568618,96896,4347,745,621,498,6211,0.0641
2025-02-08,aesthetician,tiktok,570178,100888,7436,1274,1062,851,10623,0.1053
2025-02-09,aesthetician,tiktok,569916,103143,6172,1058,881,707,8818,0.0855
2025-02-10,aesthetician,tiktok,570899,154975,5467,937,781,625,7810,0.0504
2025-02-11,aesthetician,tiktok,571577,160669,8311,1424,1187,951,11873,0.0739
2025-02-14,aesthetician,tiktok,573168,61488,4006,686,572,460,5724,0.0931
2025-02-15,aesthetician,tiktok,572397,104536,4558,781,651,522,6512,0.0623
2025-02-18,aesthetician,tiktok,574134,154107,7949,1362,1135,911,11357,0.0737
2025-02-19,aesthetician,tiktok,573668,172039,13740,2355,1962,1572,19629,0.1141
2025-02-20,aesthetician,tiktok,570416,126078,8401,1440,1200,961,12002,0.0952
2025-02-24,aesthetician,tiktok,573235,186801,12278,2104,1754,1404,17540,0.0939
2025-02-25,aesthetician,tiktok,574866,106776,6547,1122,935,749,9353,0.0876
2025-02-27,aesthetician,tiktok,573545,118424,8695,1490,1242,995,12422,0.1049
2025-03-02,aesthetician,tiktok,577450,182109,13002,2229,1857,1487,18575,0.102
2025-03-04,aesthetician,tiktok,579581,167244,8311,1424,1187,952,11874,0.071
2025-03-05,aesthetician,tiktok,579302,139391,7035,1206,1005,804,10050,0.0721
2025-03-08,aesthetician,tiktok,577600,162310,7339,1258,1048,840,10485,0.0646
2025-03-09,aesthetician,tiktok,580816,194099,14401,2468,2057,1648,20574,0.106
2025-03-13,aesthetician,tiktok,579527,207627,10871,1863,1553,1243,15530,0.0748
2025-03-15,aesthetician,tiktok,579201,65555,3193,547,456,366,4562,0.0696
2025-03-16,aesthetician,tiktok,578980,156257,13004,2229,1857,1488,18578,0.1189
2025-03-18,aesthetician,tiktok,580040,148515,11331,1942,1618,1297,16188,0.109
2025-03-20,aesthetician,tiktok,580409,152734,8264,1416,1180,946,11806,0.0773
2025-03-21,aesthetician,tiktok,581643,177337,13716,2351,1959,1569,19595,0.1105
2025-03-22,aesthetician,tiktok,581885,110219,7668,1314,1095,878,10955,0.0994
2025-03-26,aesthetician,tiktok,582649,126329,4615,791,659,529,6594,0.0522
2025-03-28,aesthetician,tiktok,583927,99431,5901,1011,843,676,8431,0.0848
2025-03-29,aesthetician,tiktok,585507,211453,12077,2070,1725,1382,17254,0.0816
2025-04-01,aesthetician,tiktok,585866,110429,5031,862,718,577,7188,0.0651
2025-04-02,aesthetician,tiktok,581857,185284,7508,1287,1072,860,10727,0.0579
2025-04-04,aesthetician,tiktok,580498,205451,15014,2573,2144,1718,21449,0.1044
2025-04-05,aesthetician,tiktok,586880,67302,3820,654,545,439,5458,0.0811
2025-04-08,aesthetician,tiktok,583616,142436,8355,1432,1193,956,11936,0.0838
2025-04-10,aesthetician,tiktok,586143,211124,9354,1603,1336,1071,13364,0.0633
2025-04-11,aesthetician,tiktok,584738,147248,10441,1789,1491,1195,14916,0.1013
2025-04-16,aesthetician,tiktok,584917,87635,6398,1096,914,732,9140,0.1043
2025-04-18,aesthetician,tiktok,589571,200297,15562,2667,2223,1780,22232,0.111
2025-04-19,aesthetician,tiktok,590216,177549,14379,2465,2054,1644,20542,0.1157
2025-04-20,aesthetician,tiktok,588116,185825,7713,1322,1101,883,11019,0.0593
2025-04-21,aesthetician,tiktok,584813,184121,10593,1816,1513,1212,15134,0.0822
2025-04-24,aesthetician,tiktok,589206,68733,4166,714,595,477,5952,0.0866
2025-04-25,aesthetician,tiktok,591127,186900,15084,2585,2154,1726,21549,0.1153
2025-04-26,aesthetician,tiktok,588072,83957,5383,922,769,616,7690,0.0916
2025-04-28,aesthetician,tiktok,591537,78578,4548,779,649,522,6498,0.0827
2025-04-30,aesthetician,tiktok,591704,189512,11461,1964,1637,1311,16373,0.0864
2025-05-02,aesthetician,tiktok,593279,178078,8962,1536,1280,1025,12803,0.0719
2025-05-05,aesthetician,tiktok,593242,240301,12093,2073,1727,1384,17277,0.0719
2025-05-07,aesthetician,tiktok,591816,111252,5645,967,806,647,8065,0.0725
2025-05-10,aesthetician,tiktok,596461,138011,6703,1149,957,768,9577,0.0694
2025-05-13,aesthetician,tiktok,594823,99899,5656,969,808,648,8081,0.0809
2025-05-15,aesthetician,tiktok,595576,130389,5521,946,788,633,7888,0.0605
2025-05-16,aesthetician,tiktok,594217,197551,7065,1211,1009,809,10094,0.0511
2025-05-18,aesthetician,tiktok,595611,117417,7067,1211,1009,810,10097,0.086
2025-05-19,aesthetician,tiktok,595080,138955,7246,1242,1035,829,10352,0.0745
2025-05-21,aesthetician,tiktok,596873,214225,8982,1539,1283,1028,12832,0.0599
2025-05-22,aesthetician,tiktok,600511,125847,6148,1054,878,704,8784,0.0698
2025-05-25,aesthetician,tiktok,595759,196188,7552,1294,1079,865,10790,0.055
2025-05-26,aesthetician,tiktok,595584,163299,8424,1444,1203,964,12035,0.0737
2025-05-30,aesthetician,tiktok,602166,170406,7049,1208,1007,806,10070,0.0591
2025-05-31,aesthetician,tiktok,599403,98557,6712,1150,958,769,9589,0.0973
2025-06-03,aesthetician,tiktok,599353,160987,6062,1039,866,694,8661,0.0538
2025-06-07,aesthetician,tiktok,603474,195367,8547,1465,1221,977,12210,0.0625
2025-06-08,aesthetician,tiktok,600763,241360,15458,2650,2208,1768,22084,0.0915
2025-06-09,aesthetician,tiktok,605414,199969,13857,2375,1979,1585,19796,0.099
2025-06-10,aesthetician,tiktok,603601,238826,12019,2060,1717,1375,17171,0.0719
2025-06-12,aesthetician,tiktok,602012,209519,14650,2511,2093,1676,20930,0.0999
2025-06-16,aesthetician,tiktok,607842,271216,16573,2841,2367,1896,23677,0.0873
2025-06-20,aesthetician,tiktok,603873,167726,12081,2071,1725,1382,17259,0.1029
2025-06-22,aesthetician,tiktok,606839,233481,9675,1658,1382,1107,13822,0.0592
2025-06-25,aesthetician,tiktok,606814,163492,13092,2244,1870,1497,18703,0.1144
2025-06-26,aesthetician,tiktok,608898,203176,11648,1996,1664,1332,16640,0.0819
2025-06-27,aesthetician,tiktok,609632,160884,11228,1924,1604,1284,16040,0.0997
2025-06-28,aesthetician,tiktok,607107,114418,5301,908,757,608,7574,0.0662
2025-07-01,aesthetician,tiktok,606454,180904,13967,2394,1995,1597,19953,0.1103
2025-07-02,aesthetician,tiktok,608927,140049,11165,1914,1595,1277,15951,0.1139
2025-07-04,aesthetician,tiktok,607369,184083,12756,2186,1822,1460,18224,0.099
2025-07-07,aesthetician,tiktok,613067,217290,16000,2742,2285,1831,22858,0.1052
2025-07-08,aesthetician,tiktok,609895,71878,4110,704,587,471,5872,0.0817
2025-07-10,aesthetician,tiktok,609496,123424,7196,1233,1028,824,10281,0.0833
2025-07-14,aesthetician,tiktok,611542,91923,5295,907,756,607,7565,0.0823
2025-07-17,aesthetician,tiktok,609509,159888,11617,1991,1659,1329,16596,0.1038
2025-07-19,aesthetician,tiktok,610716,79818,3290,564,470,377,4701,0.0589
2025-07-23,aesthetician,tiktok,615749,189712,14235,2440,2033,1629,20337,0.1072
2025-07-24,aesthetician,tiktok,612590,165142,8415,1442,1202,963,12022,0.0728
2025-07-25,aesthetician,tiktok,612130,146351,10808,1852,1544,1236,15440,0.1055
2025-07-26,aesthetician,tiktok,615308,128027,6998,1199,999,802,9998,0.0781
2025-07-30,aesthetician,tiktok,617546,148600,9725,1667,1389,1113,13894,0.0935
2025-08-01,aesthetician,tiktok,617205,122392,10126,1735,1446,1159,14466,0.1182
2025-08-03,aesthetician,tiktok,618238,189301,9779,1676,1397,1118,13970,0.0738
2025-08-04,aesthetician,tiktok,615255,183546,11743,2013,1677,1343,16776,0.0914
2025-08-06,aesthetician,tiktok,614542,183358,10332,1771,1476,1181,14760,0.0805
2025-08-09,aesthetician,tiktok,620737,98952,6101,1046,871,699,8717,0.0881
2025-08-11,aesthetician,tiktok,617874,73897,4986,854,712,571,7123,0.0964
2025-08-12,aesthetician,tiktok,618267,150667,12149,2082,1735,1390,17356,0.1152
2025-08-15,aesthetician,tiktok,621980,154275,9081,1556,1297,1040,12974,0.0841
2025-08-19,aesthetician,tiktok,621585,148417,8560,1467,1222,980,12229,0.0824
2025-08-22,aesthetician,tiktok,622179,89620,6743,1156,963,772,9634,0.1075
2025-08-23,aesthetician,tiktok,625626,73448,6010,1030,858,688,8586,0.1169
2025-08-26,aesthetician,tiktok,621166,188534,7601,1303,1085,870,10859,0.0576
2025-08-29,aesthetician,tiktok,624881,121681,8857,1518,1265,1014,12654,0.104
2025-08-30,aesthetician,tiktok,623512,165255,9786,1677,1398,1119,13980,0.0846
2025-08-31,aesthetician,tiktok,624168,189908,7483,1282,1069,857,10691,0.0563
2025-09-05,aesthetician,tiktok,627829,204555,16050,2751,2293,1836,22930,0.1121
2025-09-06,aesthetician,tiktok,626176,62646,4144,710,592,474,5920,0.0945
2025-09-07,aesthetician,tiktok,626493,86019,3630,622,518,416,5186,0.0603
2025-09-08,aesthetician,tiktok,627756,123978,7566,1297,1081,866,10810,0.0872
2025-09-10,aesthetician,tiktok,625576,93158,5901,1011,843,675,8430,0.0905
2025-09-12,aesthetician,tiktok,625203,112004,7659,1313,1094,876,10942,0.0977
2025-09-13,aesthetician,tiktok,625075,205212,12913,2213,1844,1478,18448,0.0899
2025-09-15,aesthetician,tiktok,623858,209512,10456,1792,1493,1197,14938,0.0713
2025-09-18,aesthetician,tiktok,632215,218651,12305,2109,1757,1408,17579,0.0804
2025-09-20,aesthetician,tiktok,626777,76793,3982,682,569,457,5690,0.0741
2025-09-21,aesthetician,tiktok,628700,218421,7736,1326,1105,885,11052,0.0506
2025-09-23,aesthetician,tiktok,629114,83314,4566,782,652,523,6523,0.0783
2025-09-26,aesthetician,tiktok,630997,122269,6042,1035,863,692,8632,0.0706
2025-09-28,aesthetician,tiktok,632479,72401,4480,768,640,512,6400,0.0884
2025-09-30,aesthetician,tiktok,633084,195882,13601,2331,1943,1556,19431,0.0992
2025-10-01,aesthetician,tiktok,630609,201948,10616,1819,1516,1215,15166,0.0751
2025-10-02,aesthetician,tiktok,631657,102073,7902,1354,1128,905,11289,0.1106
2025-10-03,aesthetician,tiktok,632769,128101,8894,1524,1270,1019,12707,0.0992
2025-10-08,aesthetician,tiktok,633059,127709,6463,1107,923,740,9233,0.0723
2025-10-10,aesthetician,tiktok,637108,155948,8372,1435,1196,958,11961,0.0767
2025-10-11,aesthetician,tiktok,635245,144305,9737,1669,1391,1114,13911,0.0964
2025-10-12,aesthetician,tiktok,635969,129905,5746,985,820,658,8209,0.0632
2025-10-15,aesthetician,tiktok,636612,207210,16636,2851,2376,1903,23766,0.1147
2025-10-16,aesthetician,tiktok,637846,234889,9996,1713,1428,1144,14281,0.0608
